ROWID,Country,State lgd code,State,Yearcode,Year,Monthcode,Month,Gst ( goods and service tax ) return type,Payer eligible for gst ( goods and service tax ) registration,Gst ( goods and service tax ) payers registered before due date,Gst ( goods and service tax ) payers registered after due date
2656,India,23,Madhya Pradesh,2019,"Financial Year (Apr - Mar), 2019",201909,"December, 2019",GSTR-3,354752,232997,106916
2657,India,23,Madhya Pradesh,2019,"Financial Year (Apr - Mar), 2019",201910,"January, 2020",GSTR-1,121996,52770,53262
2658,India,23,Madhya Pradesh,2019,"Financial Year (Apr - Mar), 2019",201910,"January, 2020",GSTR-3,347413,278879,62977
2659,India,23,Madhya Pradesh,2019,"Financial Year (Apr - Mar), 2019",201911,"February, 2020",GSTR-1,118866,77968,27267
2660,India,23,Madhya Pradesh,2019,"Financial Year (Apr - Mar), 2019",201911,"February, 2020",GSTR-3,348074,267788,76296
2661,India,23,Madhya Pradesh,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020",GSTR-1,351474,210728,111327
2662,India,23,Madhya Pradesh,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020",GSTR-3,351474,15342,330726
2663,India,23,Madhya Pradesh,2020,"Financial Year (Apr - Mar), 2020",202001,"April, 2020",GSTR-1,350378,75653,36230
2664,India,23,Madhya Pradesh,2020,"Financial Year (Apr - Mar), 2020",202001,"April, 2020",GSTR-3,351098,25016,317727
2665,India,23,Madhya Pradesh,2020,"Financial Year (Apr - Mar), 2020",202002,"May, 2020",GSTR-1,322626,70023,42123
2666,India,23,Madhya Pradesh,2020,"Financial Year (Apr - Mar), 2020",202002,"May, 2020",GSTR-3,350849,73096,269917
2667,India,23,Madhya Pradesh,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",GSTR-1,353115,130254,196356
2668,India,23,Madhya Pradesh,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",GSTR-3,353115,119678,225691
2669,India,23,Madhya Pradesh,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",GSTR-1,166950,23842,90173
2670,India,23,Madhya Pradesh,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",GSTR-3,360296,132558,217168
2671,India,23,Madhya Pradesh,2020,"Financial Year (Apr - Mar), 2020",202005,"August, 2020",GSTR-1,161498,29126,85436
2672,India,23,Madhya Pradesh,2020,"Financial Year (Apr - Mar), 2020",202005,"August, 2020",GSTR-3,365792,195704,157414
2673,India,23,Madhya Pradesh,2020,"Financial Year (Apr - Mar), 2020",202006,"September, 2020",GSTR-1,374326,178043,157046
2674,India,23,Madhya Pradesh,2020,"Financial Year (Apr - Mar), 2020",202006,"September, 2020",GSTR-3,374326,254856,102263
2675,India,23,Madhya Pradesh,2020,"Financial Year (Apr - Mar), 2020",202007,"October, 2020",GSTR-1,155463,33782,82748
2676,India,23,Madhya Pradesh,2020,"Financial Year (Apr - Mar), 2020",202007,"October, 2020",GSTR-3,378033,254283,106624
2677,India,23,Madhya Pradesh,2020,"Financial Year (Apr - Mar), 2020",202008,"November, 2020",GSTR-1,151258,35328,82120
2678,India,23,Madhya Pradesh,2020,"Financial Year (Apr - Mar), 2020",202008,"November, 2020",GSTR-3,379234,277234,86642
2679,India,23,Madhya Pradesh,2020,"Financial Year (Apr - Mar), 2020",202009,"December, 2020",GSTR-1,378853,236864,107762
2680,India,23,Madhya Pradesh,2020,"Financial Year (Apr - Mar), 2020",202009,"December, 2020",GSTR-3,378853,300736,66313
2681,India,23,Madhya Pradesh,2020,"Financial Year (Apr - Mar), 2020",202010,"January, 2021",GSTR-1,171744,56135,94377
2682,India,23,Madhya Pradesh,2020,"Financial Year (Apr - Mar), 2020",202010,"January, 2021",GSTR-3,171701,106059,56447
2683,India,23,Madhya Pradesh,2020,"Financial Year (Apr - Mar), 2020",202011,"February, 2021",GSTR-1,169380,63462,91111
2684,India,23,Madhya Pradesh,2020,"Financial Year (Apr - Mar), 2020",202011,"February, 2021",GSTR-3,169194,106059,60856
2685,India,23,Madhya Pradesh,2020,"Financial Year (Apr - Mar), 2020",202012,"March, 2021",GSTR-1,378386,109678,243351
2686,India,23,Madhya Pradesh,2020,"Financial Year (Apr - Mar), 2020",202012,"March, 2021",GSTR-3,378386,199843,176224
2687,India,23,Madhya Pradesh,2021,"Financial Year (Apr - Mar), 2021",202101,"April, 2021",GSTR-1,185661,16267,156904
2688,India,23,Madhya Pradesh,2021,"Financial Year (Apr - Mar), 2021",202101,"April, 2021",GSTR-3,185661,30209,152718
2689,India,23,Madhya Pradesh,2021,"Financial Year (Apr - Mar), 2021",202102,"May, 2021",GSTR-1,186389,21999,151390
2690,India,23,Madhya Pradesh,2021,"Financial Year (Apr - Mar), 2021",202102,"May, 2021",GSTR-3,186389,45637,137670
2691,India,23,Madhya Pradesh,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021",GSTR-1,382231,105870,250723
2692,India,23,Madhya Pradesh,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021",GSTR-3,382231,250560,126488
2693,India,23,Madhya Pradesh,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021",GSTR-1,184231,63507,106386
3206,India,30,Goa,2018,"Financial Year (Apr - Mar), 2018",201801,"April, 2018",GSTR-3,27947,9495,16275
2694,India,23,Madhya Pradesh,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021",GSTR-3,184231,126062,53309
2695,India,23,Madhya Pradesh,2021,"Financial Year (Apr - Mar), 2021",202105,"August, 2021",GSTR-1,187639,70382,103449
2696,India,23,Madhya Pradesh,2021,"Financial Year (Apr - Mar), 2021",202105,"August, 2021",GSTR-3,187639,130913,53137
2697,India,23,Madhya Pradesh,2021,"Financial Year (Apr - Mar), 2021",202106,"September, 2021",GSTR-1,392348,159797,203009
2698,India,23,Madhya Pradesh,2021,"Financial Year (Apr - Mar), 2021",202106,"September, 2021",GSTR-3,392348,299565,86262
2699,India,23,Madhya Pradesh,2021,"Financial Year (Apr - Mar), 2021",202107,"October, 2021",GSTR-1,183147,75244,94708
2700,India,23,Madhya Pradesh,2021,"Financial Year (Apr - Mar), 2021",202107,"October, 2021",GSTR-3,183147,135538,43949
2701,India,23,Madhya Pradesh,2021,"Financial Year (Apr - Mar), 2021",202108,"November, 2021",GSTR-1,187303,133523,39905
2702,India,23,Madhya Pradesh,2021,"Financial Year (Apr - Mar), 2021",202108,"November, 2021",GSTR-3,187303,139226,43705
2703,India,23,Madhya Pradesh,2021,"Financial Year (Apr - Mar), 2021",202109,"December, 2021",GSTR-1,402574,168887,200219
2704,India,23,Madhya Pradesh,2021,"Financial Year (Apr - Mar), 2021",202109,"December, 2021",GSTR-3,402574,313468,78408
2705,India,23,Madhya Pradesh,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022",GSTR-1,187080,97991,74237
2706,India,23,Madhya Pradesh,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022",GSTR-3,187080,139372,41757
2707,India,23,Madhya Pradesh,2021,"Financial Year (Apr - Mar), 2021",202111,"February, 2022",GSTR-1,189893,144037,31338
2708,India,23,Madhya Pradesh,2021,"Financial Year (Apr - Mar), 2021",202111,"February, 2022",GSTR-3,189893,138724,45979
2709,India,23,Madhya Pradesh,2021,"Financial Year (Apr - Mar), 2021",202112,"March, 2022",GSTR-1,410654,161081,199500
2710,India,23,Madhya Pradesh,2021,"Financial Year (Apr - Mar), 2021",202112,"March, 2022",GSTR-3,410654,279657,108659
2711,India,23,Madhya Pradesh,2022,"Financial Year (Apr - Mar), 2022",202201,"April, 2022",GSTR-1,191998,92834,75615
2712,India,23,Madhya Pradesh,2022,"Financial Year (Apr - Mar), 2022",202201,"April, 2022",GSTR-3,191998,150214,27493
2713,India,23,Madhya Pradesh,2022,"Financial Year (Apr - Mar), 2022",202202,"May, 2022",GSTR-1,196288,100533,62933
2714,India,23,Madhya Pradesh,2022,"Financial Year (Apr - Mar), 2022",202202,"May, 2022",GSTR-3,196288,146000,25364
2715,India,24,Gujarat,2017,"Financial Year (Apr - Mar), 2017",201704,"July, 2017",GSTR-1,564539,471922,67956
2716,India,24,Gujarat,2017,"Financial Year (Apr - Mar), 2017",201704,"July, 2017",GSTR-3,564539,311664,243936
2717,India,24,Gujarat,2017,"Financial Year (Apr - Mar), 2017",201705,"August, 2017",GSTR-1,224696,196120,8214
2718,India,24,Gujarat,2017,"Financial Year (Apr - Mar), 2017",201705,"August, 2017",GSTR-3,641658,248716,381814
2719,India,24,Gujarat,2017,"Financial Year (Apr - Mar), 2017",201706,"September, 2017",GSTR-1,682019,561269,94150
2720,India,24,Gujarat,2017,"Financial Year (Apr - Mar), 2017",201706,"September, 2017",GSTR-3,682019,348917,322736
2721,India,24,Gujarat,2017,"Financial Year (Apr - Mar), 2017",201707,"October, 2017",GSTR-1,225967,202803,9611
2722,India,24,Gujarat,2017,"Financial Year (Apr - Mar), 2017",201707,"October, 2017",GSTR-3,673475,390745,272061
2723,India,24,Gujarat,2017,"Financial Year (Apr - Mar), 2017",201708,"November, 2017",GSTR-1,228262,204605,11519
2724,India,24,Gujarat,2017,"Financial Year (Apr - Mar), 2017",201708,"November, 2017",GSTR-3,688205,467824,207051
2725,India,24,Gujarat,2017,"Financial Year (Apr - Mar), 2017",201709,"December, 2017",GSTR-1,698869,577834,99977
2726,India,24,Gujarat,2017,"Financial Year (Apr - Mar), 2017",201709,"December, 2017",GSTR-3,698869,524420,160097
2727,India,24,Gujarat,2017,"Financial Year (Apr - Mar), 2017",201710,"January, 2018",GSTR-1,232401,204839,13536
2728,India,24,Gujarat,2017,"Financial Year (Apr - Mar), 2017",201710,"January, 2018",GSTR-3,712579,520899,175878
2729,India,24,Gujarat,2017,"Financial Year (Apr - Mar), 2017",201711,"February, 2018",GSTR-1,234200,204768,14592
2730,India,24,Gujarat,2017,"Financial Year (Apr - Mar), 2017",201711,"February, 2018",GSTR-3,723682,531204,175966
2731,India,24,Gujarat,2017,"Financial Year (Apr - Mar), 2017",201712,"March, 2018",GSTR-1,733311,589784,117913
2732,India,24,Gujarat,2017,"Financial Year (Apr - Mar), 2017",201712,"March, 2018",GSTR-3,733311,516484,199841
2733,India,24,Gujarat,2018,"Financial Year (Apr - Mar), 2018",201801,"April, 2018",GSTR-1,313968,205173,21851
2734,India,24,Gujarat,2018,"Financial Year (Apr - Mar), 2018",201801,"April, 2018",GSTR-3,763767,321428,401710
2735,India,24,Gujarat,2018,"Financial Year (Apr - Mar), 2018",201802,"May, 2018",GSTR-1,329706,205298,23456
2736,India,24,Gujarat,2018,"Financial Year (Apr - Mar), 2018",201802,"May, 2018",GSTR-3,790674,565218,169858
2737,India,24,Gujarat,2018,"Financial Year (Apr - Mar), 2018",201803,"June, 2018",GSTR-1,801034,590811,144750
2738,India,24,Gujarat,2018,"Financial Year (Apr - Mar), 2018",201803,"June, 2018",GSTR-3,801034,563877,180300
2739,India,24,Gujarat,2018,"Financial Year (Apr - Mar), 2018",201804,"July, 2018",GSTR-1,331018,197432,34161
2740,India,24,Gujarat,2018,"Financial Year (Apr - Mar), 2018",201804,"July, 2018",GSTR-3,811485,613437,138316
2741,India,24,Gujarat,2018,"Financial Year (Apr - Mar), 2018",201805,"August, 2018",GSTR-1,322207,186044,46688
2742,India,24,Gujarat,2018,"Financial Year (Apr - Mar), 2018",201805,"August, 2018",GSTR-3,819064,556651,204331
2743,India,24,Gujarat,2018,"Financial Year (Apr - Mar), 2018",201806,"September, 2018",GSTR-1,823883,459825,298200
2744,India,24,Gujarat,2018,"Financial Year (Apr - Mar), 2018",201806,"September, 2018",GSTR-3,823883,614476,153288
2745,India,24,Gujarat,2018,"Financial Year (Apr - Mar), 2018",201807,"October, 2018",GSTR-1,309633,69513,165584
2746,India,24,Gujarat,2018,"Financial Year (Apr - Mar), 2018",201807,"October, 2018",GSTR-3,827687,547550,226041
2747,India,24,Gujarat,2018,"Financial Year (Apr - Mar), 2018",201808,"November, 2018",GSTR-1,305879,118867,116602
2748,India,24,Gujarat,2018,"Financial Year (Apr - Mar), 2018",201808,"November, 2018",GSTR-3,833066,603739,170444
2749,India,24,Gujarat,2018,"Financial Year (Apr - Mar), 2018",201809,"December, 2018",GSTR-1,838229,199945,575162
2750,India,24,Gujarat,2018,"Financial Year (Apr - Mar), 2018",201809,"December, 2018",GSTR-3,838229,594756,187851
2751,India,24,Gujarat,2018,"Financial Year (Apr - Mar), 2018",201810,"January, 2019",GSTR-1,298136,129332,107819
2752,India,24,Gujarat,2018,"Financial Year (Apr - Mar), 2018",201810,"January, 2019",GSTR-3,846900,571108,217340
2753,India,24,Gujarat,2018,"Financial Year (Apr - Mar), 2018",201811,"February, 2019",GSTR-1,294597,125528,111975
2754,India,24,Gujarat,2018,"Financial Year (Apr - Mar), 2018",201811,"February, 2019",GSTR-3,854421,661347,133939
2755,India,24,Gujarat,2018,"Financial Year (Apr - Mar), 2018",201812,"March, 2019",GSTR-1,864165,154965,635438
2756,India,24,Gujarat,2018,"Financial Year (Apr - Mar), 2018",201812,"March, 2019",GSTR-3,864165,521541,280837
2757,India,24,Gujarat,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",GSTR-1,399204,111838,138744
2758,India,24,Gujarat,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",GSTR-3,869012,596606,201981
2759,India,24,Gujarat,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",GSTR-1,382894,116129,134768
2760,India,24,Gujarat,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",GSTR-3,871303,632635,172249
2761,India,24,Gujarat,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019",GSTR-1,877062,468729,333468
2762,India,24,Gujarat,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019",GSTR-3,877062,648228,161734
2763,India,24,Gujarat,2019,"Financial Year (Apr - Mar), 2019",201904,"July, 2019",GSTR-1,340947,101809,151011
2764,India,24,Gujarat,2019,"Financial Year (Apr - Mar), 2019",201904,"July, 2019",GSTR-3,881026,679311,136781
2765,India,24,Gujarat,2019,"Financial Year (Apr - Mar), 2019",201905,"August, 2019",GSTR-1,329795,113433,140114
2766,India,24,Gujarat,2019,"Financial Year (Apr - Mar), 2019",201905,"August, 2019",GSTR-3,884173,643818,176829
2767,India,24,Gujarat,2019,"Financial Year (Apr - Mar), 2019",201906,"September, 2019",GSTR-1,884817,375641,441803
2768,India,24,Gujarat,2019,"Financial Year (Apr - Mar), 2019",201906,"September, 2019",GSTR-3,884817,603355,222354
2769,India,24,Gujarat,2019,"Financial Year (Apr - Mar), 2019",201907,"October, 2019",GSTR-1,320380,91725,163888
2770,India,24,Gujarat,2019,"Financial Year (Apr - Mar), 2019",201907,"October, 2019",GSTR-3,888089,620614,208841
2771,India,24,Gujarat,2019,"Financial Year (Apr - Mar), 2019",201908,"November, 2019",GSTR-1,311565,128059,129892
2772,India,24,Gujarat,2019,"Financial Year (Apr - Mar), 2019",201908,"November, 2019",GSTR-3,887648,722699,110618
2773,India,24,Gujarat,2019,"Financial Year (Apr - Mar), 2019",201909,"December, 2019",GSTR-1,877839,661872,169793
2774,India,24,Gujarat,2019,"Financial Year (Apr - Mar), 2019",201909,"December, 2019",GSTR-3,877839,631577,210046
2775,India,24,Gujarat,2019,"Financial Year (Apr - Mar), 2019",201910,"January, 2020",GSTR-1,297941,180734,78662
2776,India,24,Gujarat,2019,"Financial Year (Apr - Mar), 2019",201910,"January, 2020",GSTR-3,881788,726176,121043
2777,India,24,Gujarat,2019,"Financial Year (Apr - Mar), 2019",201911,"February, 2020",GSTR-1,294413,224639,35331
2778,India,24,Gujarat,2019,"Financial Year (Apr - Mar), 2019",201911,"February, 2020",GSTR-3,886741,714326,138749
2779,India,24,Gujarat,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020",GSTR-1,893063,680053,157447
2780,India,24,Gujarat,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020",GSTR-3,893063,23123,833553
2781,India,24,Gujarat,2020,"Financial Year (Apr - Mar), 2020",202001,"April, 2020",GSTR-1,891331,237558,56838
2782,India,24,Gujarat,2020,"Financial Year (Apr - Mar), 2020",202001,"April, 2020",GSTR-3,892394,37821,807620
2783,India,24,Gujarat,2020,"Financial Year (Apr - Mar), 2020",202002,"May, 2020",GSTR-1,840037,229871,64838
2784,India,24,Gujarat,2020,"Financial Year (Apr - Mar), 2020",202002,"May, 2020",GSTR-3,888497,206979,638643
2785,India,24,Gujarat,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",GSTR-1,888717,506474,329432
2786,India,24,Gujarat,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",GSTR-3,888717,396063,453721
2787,India,24,Gujarat,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",GSTR-1,410545,107856,190898
2788,India,24,Gujarat,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",GSTR-3,899174,433675,424720
2789,India,24,Gujarat,2020,"Financial Year (Apr - Mar), 2020",202005,"August, 2020",GSTR-1,395753,138031,162624
2790,India,24,Gujarat,2020,"Financial Year (Apr - Mar), 2020",202005,"August, 2020",GSTR-3,909355,586440,280334
2791,India,24,Gujarat,2020,"Financial Year (Apr - Mar), 2020",202006,"September, 2020",GSTR-1,919225,645871,215175
2792,India,24,Gujarat,2020,"Financial Year (Apr - Mar), 2020",202006,"September, 2020",GSTR-3,919225,679924,196132
2793,India,24,Gujarat,2020,"Financial Year (Apr - Mar), 2020",202007,"October, 2020",GSTR-1,374721,165152,139487
2794,India,24,Gujarat,2020,"Financial Year (Apr - Mar), 2020",202007,"October, 2020",GSTR-3,928340,649465,234745
2795,India,24,Gujarat,2020,"Financial Year (Apr - Mar), 2020",202008,"November, 2020",GSTR-1,367134,165581,141310
2796,India,24,Gujarat,2020,"Financial Year (Apr - Mar), 2020",202008,"November, 2020",GSTR-3,932930,724876,166922
2797,India,24,Gujarat,2020,"Financial Year (Apr - Mar), 2020",202009,"December, 2020",GSTR-1,933808,779825,108876
2798,India,24,Gujarat,2020,"Financial Year (Apr - Mar), 2020",202009,"December, 2020",GSTR-3,933808,768518,132191
2799,India,24,Gujarat,2020,"Financial Year (Apr - Mar), 2020",202010,"January, 2021",GSTR-1,471208,287241,146677
2800,India,24,Gujarat,2020,"Financial Year (Apr - Mar), 2020",202010,"January, 2021",GSTR-3,471009,331834,111208
2801,India,24,Gujarat,2020,"Financial Year (Apr - Mar), 2020",202011,"February, 2021",GSTR-1,469534,313855,132024
2802,India,24,Gujarat,2020,"Financial Year (Apr - Mar), 2020",202011,"February, 2021",GSTR-3,469149,331834,122009
2803,India,24,Gujarat,2020,"Financial Year (Apr - Mar), 2020",202012,"March, 2021",GSTR-1,935950,645743,267873
2804,India,24,Gujarat,2020,"Financial Year (Apr - Mar), 2020",202012,"March, 2021",GSTR-3,935950,699616,221726
2805,India,24,Gujarat,2021,"Financial Year (Apr - Mar), 2021",202101,"April, 2021",GSTR-1,554520,136582,396302
2806,India,24,Gujarat,2021,"Financial Year (Apr - Mar), 2021",202101,"April, 2021",GSTR-3,554520,126315,411278
2807,India,24,Gujarat,2021,"Financial Year (Apr - Mar), 2021",202102,"May, 2021",GSTR-1,558618,127656,410187
2808,India,24,Gujarat,2021,"Financial Year (Apr - Mar), 2021",202102,"May, 2021",GSTR-3,558618,153200,389267
2809,India,24,Gujarat,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021",GSTR-1,943614,593234,329129
2810,India,24,Gujarat,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021",GSTR-3,943614,708019,220312
2811,India,24,Gujarat,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021",GSTR-1,563773,398665,148298
2812,India,24,Gujarat,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021",GSTR-3,563773,448580,102332
2813,India,24,Gujarat,2021,"Financial Year (Apr - Mar), 2021",202105,"August, 2021",GSTR-1,571583,414903,137312
2814,India,24,Gujarat,2021,"Financial Year (Apr - Mar), 2021",202105,"August, 2021",GSTR-3,571583,447744,109230
2815,India,24,Gujarat,2021,"Financial Year (Apr - Mar), 2021",202106,"September, 2021",GSTR-1,961057,721065,215152
2816,India,24,Gujarat,2021,"Financial Year (Apr - Mar), 2021",202106,"September, 2021",GSTR-3,961057,795689,146486
2817,India,24,Gujarat,2021,"Financial Year (Apr - Mar), 2021",202107,"October, 2021",GSTR-1,565645,396265,151406
2818,India,24,Gujarat,2021,"Financial Year (Apr - Mar), 2021",202107,"October, 2021",GSTR-3,565645,456780,95568
2819,India,24,Gujarat,2021,"Financial Year (Apr - Mar), 2021",202108,"November, 2021",GSTR-1,569536,503663,49360
2820,India,24,Gujarat,2021,"Financial Year (Apr - Mar), 2021",202108,"November, 2021",GSTR-3,569536,465895,91068
2821,India,24,Gujarat,2021,"Financial Year (Apr - Mar), 2021",202109,"December, 2021",GSTR-1,971221,737289,208055
2822,India,24,Gujarat,2021,"Financial Year (Apr - Mar), 2021",202109,"December, 2021",GSTR-3,971221,801500,149087
2823,India,24,Gujarat,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022",GSTR-1,571074,459519,96382
2824,India,24,Gujarat,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022",GSTR-3,571074,471193,88883
2825,India,24,Gujarat,2021,"Financial Year (Apr - Mar), 2021",202111,"February, 2022",GSTR-1,575700,524853,39994
2826,India,24,Gujarat,2021,"Financial Year (Apr - Mar), 2021",202111,"February, 2022",GSTR-3,575700,476906,91414
2827,India,24,Gujarat,2021,"Financial Year (Apr - Mar), 2021",202112,"March, 2022",GSTR-1,986775,751300,202687
2828,India,24,Gujarat,2021,"Financial Year (Apr - Mar), 2021",202112,"March, 2022",GSTR-3,986775,804764,151796
2829,India,24,Gujarat,2022,"Financial Year (Apr - Mar), 2022",202201,"April, 2022",GSTR-1,586507,465690,96909
2830,India,24,Gujarat,2022,"Financial Year (Apr - Mar), 2022",202201,"April, 2022",GSTR-3,586507,509368,54572
